"profile","pro_lat","pro_long","MeanAge20cm","MeanAge40cm","MeanAge60cm","MeanAge80cm","MeanAge100cm","TransitTime_20","TransitTime_40","TransitTime_60","TransitTime_80","TransitTime_100","Biome"
"San Sebastian Xolalpan:19.6728,-98.8472_-98.8472_19.6728",19.6728,-98.8472,1431.99895622753,1432.14341193469,1545.30935254852,1912.56822711975,2142.07590787095,33.6,63.1,96.5,122.3,119.2,"Deserts"
"Sierra de Patlachique:19.6585,-98.8407_-98.847_19.6554",19.6554,-98.847,477.690333829518,2890.28342086261,7033.93227602404,7633.98218294445,NA,33.5,62.4,97.1,122.7,118.6,"Deserts"
"Sierra de Patlachique:19.6585,-98.8407_-98.8407_19.6585",19.6585,-98.8407,330.151640139988,330.332389379397,387.170282383773,707.086916799783,1578.94945839671,33.4,62.8,97.5,122,119,"Deserts"
"site 33:19.682,-98.8725_-98.8725_19.682",19.682,-98.8725,1781.42367010384,1781.42367010384,1781.42367010384,2808.17096909707,2998.18082713025,32.3,60.5,91.9,115.9,112.8,"Deserts"
"site 35:19.6737,-98.867_-98.867_19.6737",19.6737,-98.867,4.31004548802324,191.299001230909,302.571848444855,302.571848444855,302.571848444855,32.1,60.1,91.5,115,110.7,"Deserts"
"site 36:19.669,-98.8805_-98.8805_19.669",19.669,-98.8805,61.902146300881,257.225095497998,305.224768974154,305.224768974154,305.224768974154,31,58,88,110,106.1,"Deserts"
"site 40:19.6779,-98.7968_-98.7968_19.6779",19.6779,-98.7968,305.62635403047,701.329850601161,4250.43411348735,23328.8669607591,NA,25.5,42.2,70.1,89.5,110.9,"Deserts"
"site 41:19.6943,-98.8078_-98.8078_19.6943",19.6943,-98.8078,509.778595479435,1994.40621726842,4099.55311566921,NA,NA,25.6,42.4,70.3,87.3,108.2,"Deserts"
"Tlajinga 1:19.6676,-98.8507_-98.8507_19.6676",19.6676,-98.8507,658.445766535127,855.251211171345,1426.27509634622,1913.64304404704,2118.21286220764,33.7,63.1,96.4,122.2,118.4,"Deserts"
"Tlajinga 3:19.6658,-98.8447_-98.8447_19.6658",19.6658,-98.8447,3930.37084308086,3930.37084308086,3930.37084308086,3930.37084308086,3930.47165391113,33.2,62.2,96.2,121.2,118.9,"Deserts"
"MA Harvard Forest_-72.17194444_42.53798333",42.53798333,-72.17194444,249.690578779898,NA,NA,NA,NA,68,76.6,131.2,162.1,157.4,"Temperate forests"
"MA Harvard Forest_-72.17166667_42.53815",42.53815,-72.17166667,308.40859723134,314.234596079936,314.234596079936,NA,NA,68,76.6,131.2,162.1,157.4,"Temperate forests"
"MA Harvard Forest_-72.17194444_42.53805",42.53805,-72.17194444,251.773617720098,314.234596079936,314.234596079936,NA,NA,68,76.6,131.2,162.1,157.4,"Temperate forests"
"MA Harvard Forest_-72.17138889_42.538",42.538,-72.17138889,236.399197519677,314.234596079936,314.234596079936,NA,NA,68,76.6,131.2,162.1,157.4,"Temperate forests"
"MA Harvard Forest_-72.17166667_42.53808333",42.53808333,-72.17166667,302.900968280208,314.234596079936,314.234596079936,NA,NA,68,76.6,131.2,162.1,157.4,"Temperate forests"
"MI-Coarse UMBS_-84.71388889_45.55916667",45.55916667,-84.71388889,159.335487316233,211.828213144712,314.234596079936,314.234596079936,314.234596079936,69.5,236.3,1154.3,1963.9,3285.5,"Temperate forests"
"MI-Coarse UMBS_-84.71833333_45.56527778",45.56527778,-84.71833333,243.892229212438,314.234596079936,314.234596079936,314.234596079936,314.234596079936,69.8,237,1159,1972.4,3322.6,"Temperate forests"
"MI-Coarse UMBS_-84.7175_45.56222222",45.56222222,-84.7175,273.766285185584,290.264933686591,235.695325819078,217.74198070308,314.234596079936,69.8,237,1159,1972.4,3322.6,"Temperate forests"
"MI-Coarse UMBS_-84.7175_45.55888889",45.55888889,-84.7175,201.905468466458,257.939674885094,314.234596079936,314.234596079936,314.234596079936,69.8,237,1159,1972.4,3322.6,"Temperate forests"
"MI-Coarse UMBS_-84.71138889_45.55972222",45.55972222,-84.71138889,208.196231663629,172.476572207923,287.643780074414,314.234596079936,314.234596079936,69.5,236.3,1154.3,1963.9,3285.5,"Temperate forests"
"Mi-Fine Colonial Point_-84.68416667_45.48456667",45.48456667,-84.68416667,170.405098949626,314.442303626767,314.442303626767,314.442303626767,NA,0,0,0,0,0,"Temperate forests"
"Mi-Fine Colonial Point_-84.68416667_45.48463333",45.48463333,-84.68416667,215.900502654372,314.442303626767,314.442303626767,314.442303626767,NA,0,0,0,0,0,"Temperate forests"
"Mi-Fine Colonial Point_-84.68444444_45.48456667",45.48456667,-84.68444444,200.337600855955,314.442303626767,314.442303626767,314.442303626767,NA,0,0,0,0,0,"Temperate forests"
"MO Ozark BREA_-92.20009_38.74245",38.74245,-92.20009,95.3115096688181,310.29000257258,NA,NA,NA,24.8,45.7,74.7,107,120,"Temperate grasslands"
"MO Ozark BREA_-92.20191_38.74283",38.74283,-92.20191,5.41843489043399,270.776964747291,314.234596079936,314.234596079936,NA,24.8,45.7,74.7,107,120,"Temperate grasslands"
"MO Ozark BREA_-92.20139_38.74346",38.74346,-92.20139,147.32706686922,314.234596079936,314.234596079936,NA,NA,24.8,45.7,74.7,107,120,"Temperate grasslands"
"MO Ozark BREA_-92.20132_38.74445",38.74445,-92.20132,3.24321369438532,310.161621596763,314.234596079936,NA,NA,24.8,45.7,74.7,107,120,"Temperate grasslands"
"MO Ozark BREA_-92.20095_38.74454",38.74454,-92.20095,5.09885798755287,296.224967563139,314.234596079936,NA,NA,24.8,45.7,74.7,107,120,"Temperate grasslands"
"NH Bartlett Forest_-71.28776737_44.06438112",44.06438112,-71.28776737,281.057463397024,314.234596079936,314.234596079936,NA,NA,56.3,89.7,153.2,118.6,114.7,"Temperate forests"
"NH Bartlett Forest_-71.28774592_44.06441867",44.06441867,-71.28774592,301.513325252315,314.234596079936,314.234596079936,314.234596079936,NA,56.3,89.7,153.2,118.6,114.7,"Temperate forests"
"NH Bartlett Forest_-71.28767618_44.06443477",44.06443477,-71.28767618,496.744042428744,864.991748499971,858.762033230977,NA,NA,56.3,89.7,153.2,118.6,114.7,"Temperate forests"
"NH Bartlett Forest_-71.28771373_44.06437576",44.06437576,-71.28771373,294.190112295308,314.234596079936,314.234596079936,NA,NA,56.3,89.7,153.2,118.6,114.7,"Temperate forests"
"NH Bartlett Forest_-71.28774055_44.06437576",44.06437576,-71.28774055,372.153194412683,961.52737058172,1098.27116865486,NA,NA,56.3,89.7,153.2,118.6,114.7,"Temperate forests"
"S1_Bog_MEF_-93.454_47.5052",47.5052,-93.454,84.9857695956775,1.11831574676875,314.737761214077,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.4537_47.5051",47.5051,-93.4537,10.5305217752934,7.25595769397354,314.737761214077,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.4535_47.5051",47.5051,-93.4535,10.6418220052054,143.027610531149,314.737761214077,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.4531_47.549",47.549,-93.4531,11.5112122666866,12.5001657538686,314.737761214077,314.737761214077,314.737761214077,99.4,266.8,779.9,1078.1,1348,"Temperate forests"
"S1_Bog_MEF_-93.4539_47.5056",47.5056,-93.4539,12.7810856838865,7.68517393754469,314.737761214077,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.4536_47.5055",47.5055,-93.4536,8.05722746214395,29.3126779867941,311.777712644223,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.4532_47.5054",47.5054,-93.4532,8.39210028266601,2.41070586635786,314.737761214077,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.4527_47.5053",47.5053,-93.4527,189.783963703779,28.8799861077283,277.319729955353,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.453_47.5057",47.5057,-93.453,29.2136585516539,236.644032322969,314.737761214077,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.4526_47.5056",47.5056,-93.4526,13.8365245652527,51.7379589799251,300.444995977807,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.4534_47.5062",47.5062,-93.4534,12.3071054534032,285.269243952278,314.737761214077,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.4532_47.5061",47.5061,-93.4532,13.7538942530036,272.590573444263,314.737761214077,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.4527_47.506",47.506,-93.4527,43.981103239772,279.926179118132,314.737761214077,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.4535_47.5065",47.5065,-93.4535,29.7406275900205,239.065354171469,314.737761214077,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.4532_47.5064",47.5064,-93.4532,90.5026667241836,197.517934516448,314.737761214077,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"S1_Bog_MEF_-93.4528_47.5063",47.5063,-93.4528,115.269517112755,29.3236631118323,312.472913779925,314.737761214077,314.737761214077,99.6,267.4,778.3,1080.9,1354.6,"Temperate forests"
"Stubai_11.305_47.13",47.13,11.305,191.199024332692,NA,NA,NA,NA,49.8,73,140,156.2,225.1,"Mediterranean/Montane shrublands"
"Matsch_10.64_46.71",46.71,10.64,1.01898843403518,NA,NA,NA,NA,105.8,197.7,612.3,591.6,650.5,"Crops"
"Chalk River Laboratories (CRL):46,-77.4_-77.4_46",46,-77.4,179.000581396395,302.571848444855,302.571848444855,NA,NA,57.1,113.4,267.4,215.8,170.7,"Temperate forests"
"Pickering Nuclear Generating Station (PNGS):43.8117,-79.0658_-79.0658_43.8117",43.8117,-79.0658,202.336295652618,302.571848444855,302.571848444855,NA,NA,0,0,0,0,0,"Temperate forests"
"Majadas_-5.763888889_39.94027778",39.94027778,-5.763888889,168.306147895068,313.821381617403,313.821381617403,NA,NA,23.7,34.6,53.8,90.7,130.9,"Mediterranean/Montane shrublands"
"Biadaski_18.10583_51.24783",51.24783,18.10583,1.64212670782146,NA,NA,NA,NA,39.8,67.3,97.8,132,142.4,"Crops"
"Hoeglwald_11.07333333_48.29",48.29,11.07333333,180.235783818732,NA,NA,NA,NA,23.6,34.5,45.2,59.2,95.5,"Crops"
"TFBC_-148.33_64.57",64.57,-148.33,506.264249641289,506.264249641289,524.705709978793,NA,NA,136.3,476.9,2490.5,3892.8,3251,"Boreal forests"
"FP1_-52.3648_-12.87678333",-12.87678333,-52.3648,7.60332174662728,233.492565855729,290.296329027813,290.296329027813,290.296329027813,14.4,22,27.8,35.6,41.1,"Tropical/Subtropical forests"
"FP1_-52.36546667_-12.69238333",-12.69238333,-52.36546667,5.63415834229897,290.910908669012,290.910908669012,290.910908669012,290.910908669012,15.1,23.2,29.1,35.5,40.1,"Tropical/Subtropical forests"
"FP2_-52.37773333_-12.71813333",-12.71813333,-52.37773333,16.572845424263,NA,NA,NA,NA,15,23.3,29,35.3,40,"Tropical/Subtropical forests"
"FP3_-52.39458333_-13.0856",-13.0856,-52.39458333,87.8660700319472,285.886142049848,290.296329027813,290.296329027813,290.296329027813,14.2,21.8,27.7,35.4,41.1,"Tropical/Subtropical forests"
"FP3_-52.38066667_-12.70563333",-12.70563333,-52.38066667,6.13253011206948,290.910908669012,290.910908669012,290.910908669012,290.910908669012,15.1,23.2,29,35.4,40.2,"Tropical/Subtropical forests"
"FP4_-52.3671_-12.85495",-12.85495,-52.3671,77.4781819845612,204.510840606635,290.296329027813,290.296329027813,290.296329027813,14.5,22.3,28,35.4,40.2,"Tropical/Subtropical forests"
"FP4_-52.346_-12.73783333",-12.73783333,-52.346,78.5507723448588,246.707107747187,290.910908669012,290.910908669012,290.910908669012,15.1,23.4,29.1,35.4,40,"Tropical/Subtropical forests"
"FP5_-52.4028_-12.71391667",-12.71391667,-52.4028,65.5667144665094,NA,NA,NA,NA,15.1,23.3,29,35.3,39.9,"Tropical/Subtropical forests"
"FP6_-52.39256667_-12.73805",-12.73805,-52.39256667,98.7139415271201,NA,NA,NA,NA,14.9,23.1,29,35.3,39.8,"Tropical/Subtropical forests"
"FP7_-52.33463333_-12.83428333",-12.83428333,-52.33463333,141.369800268018,290.296329027813,290.296329027813,290.296329027813,290.296329027813,14.5,22.5,28.3,35.5,39.9,"Tropical/Subtropical forests"
"FP7_-52.34648333_-12.76418333",-12.76418333,-52.34648333,145.584466604943,290.910908669012,290.910908669012,290.910908669012,290.910908669012,15.5,23.8,29.5,36.1,40.3,"Tropical/Subtropical forests"
"SO3P1_-52.46848333_-12.71181667",-12.71181667,-52.46848333,165.016431221429,290.910908669012,290.910908669012,290.910908669012,290.910908669012,14.9,23.2,28.9,35.1,39.7,"Tropical/Subtropical forests"
"SO3P2_-52.48011667_-12.70098333",-12.70098333,-52.48011667,5.09206170062738,NA,NA,NA,NA,14.8,22.9,28.9,35.2,39.7,"Tropical/Subtropical forests"
"SO3P3_-52.46213333_-12.73936667",-12.73936667,-52.46213333,154.409506193629,NA,NA,NA,NA,15,23.2,29.2,35.5,40,"Tropical/Subtropical forests"
"SO3P4_-52.39118333_-12.98853333",-12.98853333,-52.39118333,109.31573028331,NA,NA,NA,NA,14.4,22.2,27.8,34.1,38.4,"Tropical/Subtropical forests"
"SO3P5_-52.40393333_-12.98995",-12.98995,-52.40393333,2.26129853509363,NA,NA,NA,NA,14.4,22.3,28.1,35.5,40.6,"Tropical/Subtropical forests"
"SO3P6_-52.39113333_-12.97425",-12.97425,-52.39113333,163.467104443748,NA,NA,NA,NA,14.4,22.1,27.7,34.8,39.3,"Tropical/Subtropical forests"
"SO3P7_-52.46511667_-12.7926",-12.7926,-52.46511667,111.4806864699,NA,NA,NA,NA,14.9,23,28.7,35,39.6,"Tropical/Subtropical forests"
"SO4P1_-52.37463333_-13.06421667",-13.06421667,-52.37463333,85.8446188135769,NA,NA,NA,NA,14.3,21.9,27.7,35.2,40.4,"Tropical/Subtropical forests"
"SO4P2_-52.38695_-13.06891667",-13.06891667,-52.38695,6.02253432536404,NA,NA,NA,NA,14.2,21.9,27.8,35.4,40.8,"Tropical/Subtropical forests"
"SO4P3_-52.40015_-13.06993333",-13.06993333,-52.40015,124.461898135858,NA,NA,NA,NA,14.2,21.8,27.6,35.2,40.5,"Tropical/Subtropical forests"
"SO4P4_-52.39461667_-13.05148333",-13.05148333,-52.39461667,114.170158405998,NA,NA,NA,NA,14.6,22.4,28,34.4,38.7,"Tropical/Subtropical forests"
"SO4P5_-52.37203333_-13.02521667",-13.02521667,-52.37203333,6.96944157615005,NA,NA,NA,NA,14.5,22.4,28.1,34.3,38.5,"Tropical/Subtropical forests"
"SO4P6_-52.4071_-13.03815",-13.03815,-52.4071,105.836931387025,NA,NA,NA,NA,14.5,22.5,28,34.4,38.6,"Tropical/Subtropical forests"
"SO4P7_-52.41023333_-13.02333333",-13.02333333,-52.41023333,7.49030727158513,NA,NA,NA,NA,14.2,21.8,27.7,35.5,40.6,"Tropical/Subtropical forests"
"SO7P1_-52.34986667_-12.96033333",-12.96033333,-52.34986667,4.8410769866724,NA,NA,NA,NA,14.1,21.7,27.7,35.7,41.8,"Tropical/Subtropical forests"
"SO7P2_-52.36676667_-12.99481667",-12.99481667,-52.36676667,7.9380131146848,274.869557532439,290.910908669012,290.910908669012,290.910908669012,14.4,22.3,28,34.3,38.1,"Tropical/Subtropical forests"
"SO7P3_-52.34568333_-12.97773333",-12.97773333,-52.34568333,122.531850116711,NA,NA,NA,NA,14.6,22.4,28.1,34.3,38.6,"Tropical/Subtropical forests"
"SO7P4_-52.35203333_-12.98385",-12.98385,-52.35203333,122.021009483511,NA,NA,NA,NA,14.6,22.4,28,34.4,38.6,"Tropical/Subtropical forests"
"SO7P5_-52.34903333_-12.99776667",-12.99776667,-52.34903333,98.2868898691797,NA,NA,NA,NA,14.8,22.9,28.8,35.2,39.6,"Tropical/Subtropical forests"
"SO7P6_-52.33465_-13.02418333",-13.02418333,-52.33465,9.59893831705935,NA,NA,NA,NA,14.8,22.9,28.6,35.1,39.4,"Tropical/Subtropical forests"
"SO7P7_-52.35266667_-13.04371667",-13.04371667,-52.35266667,2.26129853509363,NA,NA,NA,NA,14.3,22,27.6,35,40,"Tropical/Subtropical forests"
"SO8P1_-52.34986667_-12.96033333",-12.96033333,-52.34986667,235.866311641692,NA,NA,NA,NA,14.1,21.7,27.7,35.7,41.8,"Tropical/Subtropical forests"
"SO8P2_-52.36676667_-12.99481667",-12.99481667,-52.36676667,9.63128414583422,NA,NA,NA,NA,14.4,22.3,28,34.3,38.1,"Tropical/Subtropical forests"
"SO8P3_-52.34568333_-12.97773333",-12.97773333,-52.34568333,206.630798034676,290.910908669012,290.910908669012,290.910908669012,290.910908669012,14.6,22.4,28.1,34.3,38.6,"Tropical/Subtropical forests"
"SO8P4_-52.35203333_-12.98385",-12.98385,-52.35203333,117.768027982405,NA,NA,NA,NA,14.6,22.4,28,34.4,38.6,"Tropical/Subtropical forests"
"SO8P5_-52.34903333_-12.99776667",-12.99776667,-52.34903333,10.1429700385268,192.758882060961,290.910908669012,290.910908669012,290.910908669012,14.8,22.9,28.8,35.2,39.6,"Tropical/Subtropical forests"
"SO8P6_-52.33465_-13.02418333",-13.02418333,-52.33465,161.566745278361,NA,NA,NA,NA,14.8,22.9,28.6,35.1,39.4,"Tropical/Subtropical forests"
"SO8P7_-52.35266667_-13.04371667",-13.04371667,-52.35266667,6.35225162342665,NA,NA,NA,NA,14.3,22,27.6,35,40,"Tropical/Subtropical forests"
"UMBS_-84.72_45.56",45.56,-84.72,226.977019786605,314.115150628975,314.115150628975,314.115150628975,314.115150628975,69.8,237,1159,1972.4,3322.6,"Temperate forests"
"Siak Kanan island_102.0333_0.7",0.7,102.0333,5934.22491953046,5934.22491953046,5934.22491953046,5932.49399857432,5899.68677433838,158.8,636.7,1810.8,2456.3,2841.8,"Tropical/Subtropical forests"
"Siak Kanan island_102.133_1.05",1.05,102.133,6452.50871536577,6452.50871536577,6452.50871536577,6489.98686588338,6816.00475639506,36.5,113.8,266.3,326.9,324,"Tropical/Subtropical forests"
"Siak Kanan island_102.271056_0.691914",0.691914,102.271056,1639.5001175712,3191.18370100088,5165.29156894427,7807.61419051063,NA,157.2,701.1,2079.7,2687.5,3424,"Tropical/Subtropical forests"
"Bangkalis island_102.087181_1.538019",1.538019,102.087181,1704.20650365334,1704.20650365334,1704.20650365334,1704.20650365334,1704.20650365334,160.7,675.6,1979.8,2543.1,2801.9,"Tropical/Subtropical forests"
"Siak Kanan island_102.116667_0.783333",0.783333,102.116667,7077.8400268943,7077.8400268943,7077.8400268943,7077.8400268943,7067.42890318095,155.1,653.4,1890.5,2547.9,3142.4,"Tropical/Subtropical forests"
"Siak Kanan island_102.133333_0.9",0.9,102.133333,852.499702446174,852.499702446174,852.499702446174,852.499702446174,856.754543944447,154.3,642,1872.7,2526.5,3066.4,"Tropical/Subtropical forests"
"LYNN_LAKE_-101.067_56.817",56.817,-101.067,1811.58014607095,2530.29746514006,5912.11407569313,8445.55520379576,NA,357.1,1819.6,12297.9,22639.5,40848.4,"Boreal forests"
"Ennadai Lake_-101.55_60.83",60.83,-101.55,1785.89132038565,3460.19450572068,4059.95760111896,4721.51204155581,5465.51860104104,128.8,215.3,444.9,437.6,556.2,"Boreal forests"
"South Kalimantan_115.39_-2.58",-2.58,115.39,2838.11054559124,2838.11054559124,2838.11054559124,2838.11054559124,2838.11054559124,61.7,196.3,547.2,812.6,1289.8,"Crops"
"Hess Creek_-148.92487_65.56758",65.56758,-148.92487,314.234596079936,314.234596079936,314.234596079936,314.234596079936,314.234596079936,356,1517.4,12839.3,19891.3,22389.2,"Boreal forests"
"Koyukuk_-155.36_65.19",65.19,-155.36,403.349623158593,409.826791646215,460.181941266631,521.762645213892,558.25982144534,521,2267.1,17319.7,21991.3,24241.3,"Boreal forests"
"Waiwhetu_Stream_174.9_-41.2",-41.2,174.9,156.199143635481,259.367168471613,259.367168471613,NA,NA,20.8,39.8,78,108.8,155.5,"Temperate forests"
"Bear Brook Watershed_-68.1_44.86667",44.86667,-68.1,1266.41693650748,1498.1562755614,1501.76450183164,NA,NA,45.8,75.7,135.8,103,101.9,"Temperate forests"
"Rogovaya Moraine_62.14_67.27",67.27,62.14,4242.90081770073,4242.90081770073,4242.90081770073,NA,NA,270.3,1737.7,2659.5,2876.6,6905.6,"Tundra"
"Rogovaya Moraine_62.07_67.25",67.25,62.07,2358.91449829184,2909.23486640362,3730.83675470548,NA,NA,270.6,1737.9,2662.3,2878.8,6870,"Tundra"
"Polybog_-139.8_67.8",67.8,-139.8,4427.04955769142,4878.43158436432,6764.77609387891,8641.74508401503,9780.26149424527,515.1,2326.6,6206,7748,13820.6,"Boreal forests"
"Central Kalimantan_113.9_-2.316667",-2.316667,113.9,378.589077694178,378.589077694178,378.589077694178,378.589077694178,382.303708869776,73.5,190.9,466.6,633.9,778.8,"Tropical/Subtropical forests"
"Nyulsaveito Lake_70.17_67.53",67.53,70.17,9121.19537996424,9186.27836526034,9691.26317267338,10426.9498694909,11278.1172299935,499.3,807.8,1183.7,1242.7,1874.5,"Tundra"
"Lamberton_-95.3_44.23",44.23,-95.3,1321.2047217487,3068.18855922775,6077.75361996264,9639.24950179312,12137.5120182174,30.5,64.5,82.4,91.5,77.9,"Crops"
"Arlington_-89.35_43.3",43.3,-89.35,701.562984653342,2430.37410451109,4664.83014403706,6242.1468187757,7160.75229736457,19,31,43.3,64.6,72.3,"Crops"
"Saginaw_-84.12_43.38",43.38,-84.12,1635.80828467166,1756.4539746802,1808.34436114055,1791.95871683024,1782.32382886817,81.6,237.6,690.2,861.3,1140.2,"Crops"
"Hoytville_-84_41",41,-84,1119.83811017981,2435.54158131725,5564.39852790043,10649.5453436609,14839.3504000881,18.2,29.1,43.7,69.1,92.6,"Crops"
"South Charleston_-83.5_39.8",39.8,-83.5,3678.1981399345,3679.48782394852,3693.67958578926,3712.78646832978,3722.64026994114,19.2,31.9,44.4,59.2,83.1,"Crops"
"Rodale_-75.72_40.55",40.55,-75.72,576.375071025706,3056.40080056801,7144.82359798723,11028.1728094004,13713.156855826,21.9,26.2,44.3,59.3,82.2,"Crops"
"Londrina:-23.3,-51.17_-51.17_-23.3",-23.3,-51.17,103.228273477739,264.048457085478,273.538132816745,273.538132816745,273.538132816745,20.7,45.1,73.1,89,111.8,"Tropical/Subtropical forests"
"Piracicaba:-22.72,-47.63_-47.63_-22.72",-22.72,-47.63,152.584679418314,278.38259836512,278.38259836512,278.38259836512,278.38259836512,22,38.2,61.3,79.8,86.4,"Tropical/Subtropical forests"
"Altamira:-3.5,-52.97_-52.97_-3.5",-3.5,-52.97,216.831856502564,275.294079920218,275.294079920218,275.294079920218,275.294079920218,29.7,45.9,67.5,74.9,91.4,"Tropical/Subtropical forests"
"Rond??nia_-62.82_-10.17",-10.17,-62.82,42.6346483468168,270.521762431975,275.294079920218,275.294079920218,275.294079920218,21.3,34.4,49.9,70.3,89.5,"Tropical/Subtropical grasslands/savannas"
"Rond??nia_-61.25_-11.77",-11.77,-61.25,71.2507206146206,115.3167140706,258.199804531541,275.294079920218,275.294079920218,16.6,23.7,43.8,62,78,"Tropical/Subtropical grasslands/savannas"
"Rond??nia_-61.17_-11.82",-11.82,-61.17,46.3885272735426,267.16694335263,275.294079920218,275.294079920218,275.294079920218,16.8,24.1,44.5,63.3,80.1,"Tropical/Subtropical grasslands/savannas"
"Rond??nia_-60.12_-12.7",-12.7,-60.12,12.8435136390031,251.703643482637,275.294079920218,275.294079920218,275.294079920218,13.3,21.8,32,44.6,54.3,"Tropical/Subtropical grasslands/savannas"
"Humait??_-63.03_-7.52",-7.52,-63.03,84.2754767741464,237.733060570527,275.294079920218,275.294079920218,275.294079920218,11.6,24.1,43.6,76.1,107.3,"Tropical/Subtropical forests"
"Altamira_2_-52.88_-3.5",-3.5,-52.88,1362.12371344516,1362.12371344516,3687.65881666219,4523.63820811611,4703.26701132554,30,47,68.8,76.4,92.2,"Tropical/Subtropical forests"
"Londrina_2_-51.37_-23.32",-23.32,-51.37,933.803743643398,933.803743643398,1109.97555829047,1808.19469214918,2732.29492193381,21.2,47.7,75.5,92.5,112.1,"Tropical/Subtropical forests"
"Pessenda_2001_Botucata I_-48_-23",-23,-48,3410.23784978593,3410.23784978593,3410.23784978593,3666.46599787323,4612.2229370352,22.1,37,54.6,78.7,83.7,"Tropical/Subtropical forests"
"Pessenda_2001_Humaita IId_-63.03_-7.52",-7.52,-63.03,2902.06340851475,2902.06340851475,2902.06340851475,2902.06340851475,2940.48780393972,11.6,24.1,43.6,76.1,107.3,"Tropical/Subtropical forests"
"Pessenda_2001_Jaguariuna_-47.02_-22.67",-22.67,-47.02,5256.72937430833,5256.72937430833,5256.72937430833,5256.72937430833,5398.78349853406,23,37.8,54.6,78.4,86,"Tropical/Subtropical forests"
"Piracicaba_2_-47.67_-22.68",-22.68,-47.67,3429.65267888186,3429.65267888186,3429.65267888186,3451.83618494779,3877.37219268635,22.1,38.3,62,80.8,87.8,"Tropical/Subtropical forests"
"Willow Creek_-90.0799_45.8059",45.8059,-90.0799,202.95428170945,314.73990845405,314.73990845405,314.73990845405,NA,94,310.1,1121.8,1628.2,2451.6,"Temperate forests"
"AMA_-70.27_-3.82",-3.82,-70.27,98.3892777372139,NA,NA,NA,NA,21.4,38.5,93.5,146.9,219.5,"Tropical/Subtropical forests"
"SHER_-79.97_9.28",9.28,-79.97,4.8788861209692,NA,NA,NA,NA,31.3,56.4,83.4,120.6,184,"Tropical/Subtropical forests"
"RITA_-79.7_9.37",9.37,-79.7,3.49600765095937,NA,NA,NA,NA,25.6,58,149.8,218.1,165.6,"Tropical/Subtropical forests"
"SELVA_-84_10.43",10.43,-84,166.245172770757,NA,NA,NA,NA,19.8,47.8,87.4,129,178.5,"Tropical/Subtropical forests"
"PACU_-76.6_5.68",5.68,-76.6,2.00428476576728,NA,NA,NA,NA,13.7,20.8,36.8,51.8,46.7,"Crops"
"San Dimas Experimental Forest_-117.75_34.2",34.2,-117.75,17.8560313043769,NA,NA,NA,NA,25.4,32.8,48.2,102.5,153,"Mediterranean/Montane shrublands"
"Blodgett_-120.631767_38.89715",38.89715,-120.631767,298.878614084369,311.786892259996,311.786892259996,311.786892259996,NA,25.2,33.3,37.8,60.1,75.6,"Mediterranean/Montane shrublands"
"Blodgett_-120.645317_38.88038",38.88038,-120.645317,247.907637376473,311.786892259996,311.786892259996,311.786892259996,NA,25.2,33.2,37.6,60,75.4,"Mediterranean/Montane shrublands"
"ANpp_-120.550133_38.710133",38.710133,-120.550133,183.820898707005,314.546663125735,314.546663125735,314.546663125735,314.546663125735,25.2,33.3,37.4,60.5,77.5,"Mediterranean/Montane shrublands"
"BSpp_-121.921467_40.5005",40.5005,-121.921467,4.51617441312268,278.784253323969,314.546663125735,314.546663125735,314.546663125735,25.2,22.3,32.8,47,66.2,"Mediterranean/Montane shrublands"
"GRpp_-119.3722833_37.0612167",37.0612167,-119.3722833,2.24770575315615,283.617950031176,201.219603381387,305.00879174715,314.743718537632,22.9,19.9,30,44.4,66.1,"Mediterranean/Montane shrublands"
