"profile","pro_lat","pro_long","MeanAge20cm","MeanAge40cm","MeanAge60cm","MeanAge80cm","MeanAge100cm","TransitTime_20","TransitTime_40","TransitTime_60","TransitTime_80","TransitTime_100","Biome"
"Costa_Rica_Atlantic_Zone_-83.45_10.16",10.16,-83.45,117.656947518676,305.224768974154,305.224768974154,NA,NA,13.2,24.3,58.2,93.1,104.9,"Tropical/Subtropical forests"
"Alpthal_8.712519_47.04792",47.04792,8.712519,14816.5289275311,14816.5289275311,14816.5289275311,14816.5289275311,16547.9198395733,41.1,61.6,99.2,91.2,93.2,"Mediterranean/Montane shrublands"
"Beatenberg_7.76107_46.70086",46.70086,7.76107,607.378557451203,2153.82416554607,4803.37947630164,6643.12900871703,NA,31.7,45.1,59.8,89.5,106.4,"Mediterranean/Montane shrublands"
"Jussy_6.286319_46.22904",46.22904,6.286319,146.082016485348,306.453588317743,306.453588317743,306.453588317743,NA,20.7,24.7,31,51.2,73.9,"Temperate forests"
"Lausanne_6.658839_46.58329",46.58329,6.658839,149.088926928781,304.640467625235,306.453588317743,306.453588317743,306.453588317743,72.8,213.8,417.2,637.8,746.1,"Temperate forests"
"Nationalpark_10.22915_46.66235",46.66235,10.22915,198.331336132057,308.505332882465,308.505332882465,308.505332882465,308.505332882465,65.4,111.6,194.1,185.3,183.4,"Mediterranean/Montane shrublands"
"Defensiedijk_5.87_51.27",51.27,5.87,1381.64903710686,1378.42141886251,1365.60376630652,1352.22647852145,1338.92183189483,22.3,56,134.1,117.1,203.8,"Crops"
"Kukjuk_-104.83_66.45",66.45,-104.83,5760.45900667189,1565.89226783172,3844.26226992088,8174.98791460126,6766.01406008761,81.6,153.6,1432.5,4379.6,4783.6,"Tundra"
"CampbellCreek_-133.25_69.29",69.29,-133.25,13217.4053030412,13217.4053030412,13217.4053030412,13217.4053030412,13217.4053030412,317.4,437.6,635.4,888.1,1392,"Tundra"
"Barrow_-156.6103_71.28164",71.28164,-156.6103,2.30686016607763,314.376163497123,314.376163497123,NA,NA,105.2,400.6,2084.1,4346.5,6802.3,"Tundra"
"Barrow_-156.6115_71.28158",71.28158,-156.6115,199.537666689888,7.52238231207835,119.87142269705,NA,NA,105.2,400.6,2084.1,4346.5,6802.3,"Tundra"
"Barrow_-156.6031_71.2797",71.2797,-156.6031,4565.67124314883,17566.5646210918,NA,NA,NA,104.6,398.6,2066.4,4323.2,6770.1,"Tundra"
"Barrow_-156.5998_71.28035",71.28035,-156.5998,2196.14991193386,8768.63286394344,NA,NA,NA,104.1,402.7,2169.5,4707.2,10747.7,"Tundra"
"Barrow_-156.6094_71.27762",71.27762,-156.6094,2089.35578581551,6449.1661692843,NA,NA,NA,105.2,400.6,2084.1,4346.5,6802.3,"Tundra"
"Barrow_-156.6065_71.28005",71.28005,-156.6065,2695.10542472441,NA,NA,NA,NA,104.6,398.6,2066.4,4323.2,6770.1,"Tundra"
"Barrow_-156.6131_71.27851",71.27851,-156.6131,1046.7528935987,5502.0143290389,NA,NA,NA,105.2,400.6,2084.1,4346.5,6802.3,"Tundra"
"Barrow_-156.6158_71.28021",71.28021,-156.6158,353.87951518954,573.035601384301,631.508193641079,NA,NA,105.2,400.6,2084.1,4346.5,6802.3,"Tundra"
"Barrow_-156.6109_71.27723",71.27723,-156.6109,3199.01288315927,8617.61236722742,NA,NA,NA,105.2,400.6,2084.1,4346.5,6802.3,"Tundra"
"North Selangor Peat Swamp Forest_101.8397_4.015556",4.015556,101.8397,275.001632344712,314.521077482502,314.521077482502,314.521077482502,314.521077482502,10.5,21.2,48.3,77.8,115.9,"Tropical/Subtropical forests"
"Kuala Lumpur International Airport_102.1603_3.421389",3.421389,102.1603,1194.31129191095,2462.23031231557,1148.29456545017,1407.4756089712,1692.44670101546,9.1,18.1,39.2,68.9,105.2,"Tropical/Subtropical forests"
"forest :37,-119.2_-119.2_37",37,-119.2,386.555906517881,727.607384327643,1891.93896017591,2912.40734945278,NA,22.1,19.8,29.8,44.6,65.1,"Mediterranean/Montane shrublands"
"prairie:42.1,-92.7_-92.7_42.1",42.1,-92.7,1224.39753707022,3378.25750723712,6727.00701018068,10323.4859280727,NA,33.6,67.8,99.9,108.8,109.5,"Crops"
"desert:34.8,-117_-117_34.8",34.8,-117,49996.6667243641,49996.4225634608,NA,NA,NA,21.9,73.7,176.9,260.5,281.6,"Deserts"
"Windy_-121.8_37",37,-121.8,627.382935473384,846.746008725078,1084.12308771594,1334.74778608498,1571.6769124453,23.6,51.9,85.6,119.4,139.7,"Mediterranean/Montane shrublands"
"2700m:29.5,102_102.06_29.61",29.61,102.06,6.31288068078922,312.928525998777,NA,NA,NA,16.8,24.3,32.6,45,50.5,"Mediterranean/Montane shrublands"
"3100m:29.5,102_102.01_29.58",29.58,102.01,146.677927681246,312.928525998777,NA,NA,NA,35.6,39.4,40.7,42.7,38.7,"Mediterranean/Montane shrublands"
"2100m:29.5,102_102.1_29.6",29.6,102.1,127.950707501887,312.928525998777,NA,NA,NA,17,24.5,33.1,46.4,52.3,"Mediterranean/Montane shrublands"
"MFFR_-121.3054_39.6452",39.6452,-121.3054,126.890925671241,314.115150628975,314.115150628975,314.115150628975,314.115150628975,25.2,33.7,39.2,59.7,77,"Mediterranean/Montane shrublands"
"Upper Pinto_-118.02_53.58",53.58,-118.02,310.324902902955,310.324902902955,310.324902902955,310.324902902955,310.324902902955,68.6,189.2,556.7,860.4,1418.4,"Mediterranean/Montane shrublands"
"Seida_62.934_67.045",67.045,62.934,9808.52160491153,10021.5380416668,10800.1689408974,11542.4837465328,12185.4529755136,319.4,584.4,1023.5,1017.9,1676.2,"Tundra"
"Seida_62.934_67.052",67.052,62.934,3411.91670203963,4161.4984270342,6213.54734234261,9027.95635032747,11120.5889335309,318.2,582.2,1020.1,1014.6,1670.6,"Tundra"
"Lac des Cygnes Mountain_-70.6_47.68",47.68,-70.6,2121.7358802323,2121.7358802323,2121.7358802323,NA,NA,56.4,105.6,224.4,192.1,149.3,"Temperate forests"
"Cranberry Portage_-101.37_54.52",54.52,-101.37,2496.82171308904,2496.82171308904,2497.70402985426,3070.87606252885,3871.88925836659,229.9,1035.7,5884.1,9459.7,17901.8,"Boreal forests"
"Crimson_Lake_-115.02_52.45",52.45,-115.02,2845.48939888504,2845.48939888504,2845.48939888504,2845.48939888504,2845.48939888504,82.9,206,508,692.4,907.4,"Mediterranean/Montane shrublands"
"Rainbow_-119.37_58.28",58.28,-119.37,609.922955740584,685.235185147084,1387.97319940944,2305.19803493951,3433.72125794468,423.6,1694.8,4560.3,6356.1,8352.3,"Boreal forests"
"Zama_-118.7_59.15",59.15,-118.7,1645.09541539365,1645.09541539365,1674.56071834196,1948.82848151474,2293.46171623534,255.7,815.7,2934.9,3738.2,4316.4,"Boreal forests"
